GAME_DATE,MATCHUP,WL,MIN,PTS,REB,AST,STL,BLK,TOV,PERIOD,GAMES_FROM_RETURN,INJURY_DATE,PTS_ROLLING_AVG,REB_ROLLING_AVG,AST_ROLLING_AVG,STL_ROLLING_AVG,BLK_ROLLING_AVG,TOV_ROLLING_AVG,PLAYER,TEAM,INJURY_SEASON,INJURY_TYPE
2024-10-23,CHA @ HOU,W,25,8,4,1,1,1,2,Before,-16,2024-11-23,8.0,4.0,1.0,1.0,1.0,2.0,Grant Williams,CHA,2024-25,ACL
2024-10-25,CHA @ ATL,L,29,9,4,6,1,0,1,Before,-15,2024-11-23,8.5,4.0,3.5,1.0,0.5,1.5,Grant Williams,CHA,2024-25,ACL
2024-10-26,CHA vs. MIA,L,19,7,2,1,1,0,2,Before,-14,2024-11-23,8.0,3.3333333333333335,2.6666666666666665,1.0,0.3333333333333333,1.6666666666666667,Grant Williams,CHA,2024-25,ACL
2024-10-30,CHA vs. TOR,W,23,17,2,5,2,0,2,Before,-13,2024-11-23,10.25,3.0,3.25,1.25,0.25,1.75,Grant Williams,CHA,2024-25,ACL
2024-11-01,CHA vs. BOS,L,30,6,7,3,1,1,2,Before,-12,2024-11-23,9.4,3.8,3.2,1.2,0.4,1.8,Grant Williams,CHA,2024-25,ACL
2024-11-02,CHA vs. BOS,L,34,5,3,2,0,0,0,Before,-11,2024-11-23,8.8,3.6,3.4,1.0,0.2,1.4,Grant Williams,CHA,2024-25,ACL
2024-11-04,CHA @ MIN,L,22,5,3,1,2,0,1,Before,-10,2024-11-23,8.0,3.4,2.4,1.2,0.2,1.4,Grant Williams,CHA,2024-25,ACL
2024-11-06,CHA vs. DET,W,27,12,7,2,2,1,3,Before,-9,2024-11-23,9.0,4.4,2.6,1.4,0.4,1.6,Grant Williams,CHA,2024-25,ACL
2024-11-08,CHA vs. IND,W,31,8,9,1,1,1,3,Before,-8,2024-11-23,7.2,5.8,1.8,1.2,0.6,1.8,Grant Williams,CHA,2024-25,ACL
2024-11-10,CHA @ PHI,L,38,17,4,2,2,3,3,Before,-7,2024-11-23,9.4,5.2,1.6,1.4,1.0,2.0,Grant Williams,CHA,2024-25,ACL
2024-11-12,CHA @ ORL,L,31,15,4,1,2,0,2,Before,-6,2024-11-23,11.4,5.4,1.4,1.8,1.0,2.4,Grant Williams,CHA,2024-25,ACL
2024-11-16,CHA vs. MIL,W,30,6,7,2,0,1,0,Before,-5,2024-11-23,11.6,6.2,1.6,1.4,1.2,2.2,Grant Williams,CHA,2024-25,ACL
2024-11-17,CHA @ CLE,L,35,15,9,3,1,0,1,Before,-4,2024-11-23,12.2,6.6,1.8,1.2,1.0,1.8,Grant Williams,CHA,2024-25,ACL
2024-11-19,CHA @ BKN,L,33,16,7,4,0,3,3,Before,-3,2024-11-23,13.8,6.2,2.4,1.0,1.4,1.8,Grant Williams,CHA,2024-25,ACL
2024-11-21,CHA vs. DET,W,40,12,3,1,1,1,2,Before,-2,2024-11-23,12.8,6.0,2.2,0.8,1.0,1.6,Grant Williams,CHA,2024-25,ACL
2024-11-23,CHA @ MIL,L,32,8,7,2,1,1,1,Before,-1,2024-11-23,11.4,6.6,2.4,0.6,1.2,1.4,Grant Williams,CHA,2024-25,ACL
2026-01-10,CHA @ UTA,W,14,9,8,0,0,0,0,After,1,2024-11-23,9.0,8.0,0.0,0.0,0.0,0.0,Grant Williams,CHA,2024-25,ACL
2026-01-12,CHA @ LAC,L,13,7,2,0,0,0,0,After,2,2024-11-23,8.0,5.0,0.0,0.0,0.0,0.0,Grant Williams,CHA,2024-25,ACL
2026-01-15,CHA @ LAL,W,13,3,3,0,0,1,0,After,3,2024-11-23,6.333333333333333,4.333333333333333,0.0,0.0,0.3333333333333333,0.0,Grant Williams,CHA,2024-25,ACL
2026-01-17,CHA @ GSW,L,18,7,0,2,1,1,1,After,4,2024-11-23,6.5,3.25,0.5,0.25,0.5,0.25,Grant Williams,CHA,2024-25,ACL
2026-01-21,CHA vs. CLE,L,25,0,5,4,3,0,1,After,5,2024-11-23,5.2,3.6,1.2,0.8,0.4,0.4,Grant Williams,CHA,2024-25,ACL
2026-01-24,CHA vs. WAS,W,19,2,1,1,1,0,1,After,6,2024-11-23,3.8,2.2,1.4,1.0,0.4,0.6,Grant Williams,CHA,2024-25,ACL
2026-01-26,CHA vs. PHI,W,17,9,5,0,0,0,1,After,7,2024-11-23,4.2,2.8,1.4,1.0,0.4,0.8,Grant Williams,CHA,2024-25,ACL
2026-01-28,CHA @ MEM,W,20,2,3,1,0,0,1,After,8,2024-11-23,4.0,2.8,1.6,1.0,0.2,1.0,Grant Williams,CHA,2024-25,ACL
2026-01-31,CHA vs. SAS,W,18,3,4,2,0,0,0,After,9,2024-11-23,3.2,3.6,1.6,0.8,0.0,0.8,Grant Williams,CHA,2024-25,ACL
2026-02-02,CHA vs. NOP,W,20,16,9,1,0,0,1,After,10,2024-11-23,6.4,4.4,1.0,0.2,0.0,0.8,Grant Williams,CHA,2024-25,ACL
2026-02-05,CHA @ HOU,W,16,2,3,0,0,0,1,After,11,2024-11-23,6.4,4.8,0.8,0.0,0.0,0.8,Grant Williams,CHA,2024-25,ACL
2026-02-07,CHA @ ATL,W,16,11,3,1,0,0,0,After,12,2024-11-23,6.8,4.4,1.0,0.0,0.0,0.6,Grant Williams,CHA,2024-25,ACL
2026-02-09,CHA vs. DET,L,25,12,2,5,1,1,1,After,13,2024-11-23,8.8,4.2,1.8,0.2,0.2,0.6,Grant Williams,CHA,2024-25,ACL
2026-02-11,CHA vs. ATL,W,32,7,8,5,0,1,2,After,14,2024-11-23,9.6,5.0,2.4,0.2,0.4,1.0,Grant Williams,CHA,2024-25,ACL
2026-02-19,CHA vs. HOU,L,29,20,9,1,0,0,2,After,15,2024-11-23,10.4,5.0,2.4,0.2,0.4,1.2,Grant Williams,CHA,2024-25,ACL
2026-02-22,CHA @ WAS,W,26,5,4,5,0,2,2,After,16,2024-11-23,11.0,5.2,3.4,0.2,0.8,1.4,Grant Williams,CHA,2024-25,ACL
2026-02-24,CHA @ CHI,W,19,11,4,2,0,0,1,After,17,2024-11-23,11.0,5.4,3.6,0.2,0.8,1.6,Grant Williams,CHA,2024-25,ACL
2026-02-26,CHA @ IND,W,23,9,4,2,0,1,0,After,18,2024-11-23,10.4,5.8,3.0,0.0,0.8,1.4,Grant Williams,CHA,2024-25,ACL
2026-02-28,CHA vs. POR,W,14,0,3,1,1,0,1,After,19,2024-11-23,9.0,4.8,2.2,0.2,0.6,1.2,Grant Williams,CHA,2024-25,ACL
2026-03-03,CHA vs. DAL,W,21,12,4,3,1,0,0,After,20,2024-11-23,7.4,3.8,2.6,0.4,0.6,0.8,Grant Williams,CHA,2024-25,ACL
2026-03-06,CHA vs. MIA,L,19,12,6,4,0,0,0,After,21,2024-11-23,8.8,4.2,2.4,0.4,0.2,0.4,Grant Williams,CHA,2024-25,ACL
2026-03-08,CHA @ PHX,L,19,10,2,2,1,0,1,After,22,2024-11-23,8.6,3.8,2.4,0.6,0.2,0.4,Grant Williams,CHA,2024-25,ACL
2026-03-10,CHA @ POR,W,14,3,1,1,2,0,3,After,23,2024-11-23,7.4,3.2,2.2,1.0,0.0,1.0,Grant Williams,CHA,2024-25,ACL
2026-03-14,CHA @ SAS,L,22,6,3,1,0,4,1,After,24,2024-11-23,8.6,3.2,2.2,0.8,0.8,1.0,Grant Williams,CHA,2024-25,ACL
2026-03-17,CHA vs. MIA,W,19,8,2,2,0,0,1,After,25,2024-11-23,7.8,2.8,2.0,0.6,0.8,1.2,Grant Williams,CHA,2024-25,ACL
2026-03-19,CHA vs. ORL,W,17,0,3,0,0,0,3,After,26,2024-11-23,5.4,2.2,1.2,0.6,0.8,1.8,Grant Williams,CHA,2024-25,ACL
2026-03-21,CHA vs. MEM,W,19,5,4,0,0,0,0,After,27,2024-11-23,4.4,2.6,0.8,0.4,0.8,1.6,Grant Williams,CHA,2024-25,ACL
2026-03-24,CHA vs. SAC,W,17,0,3,2,0,1,0,After,28,2024-11-23,3.8,3.0,1.0,0.0,1.0,1.0,Grant Williams,CHA,2024-25,ACL
2026-03-26,CHA vs. NYK,W,15,5,1,1,0,1,2,After,29,2024-11-23,3.6,2.6,1.0,0.0,0.4,1.2,Grant Williams,CHA,2024-25,ACL
2026-03-28,CHA vs. PHI,L,25,9,8,0,0,0,2,After,30,2024-11-23,3.8,3.8,0.6,0.0,0.4,1.4,Grant Williams,CHA,2024-25,ACL
2026-03-31,CHA @ BKN,W,20,10,2,2,0,0,0,After,31,2024-11-23,5.8,3.6,1.0,0.0,0.4,0.8,Grant Williams,CHA,2024-25,ACL
2026-04-02,CHA vs. PHX,W,21,10,7,2,0,0,1,After,32,2024-11-23,6.8,4.2,1.4,0.0,0.4,1.0,Grant Williams,CHA,2024-25,ACL
2026-04-05,CHA @ MIN,W,19,8,4,1,2,1,0,After,33,2024-11-23,8.4,4.4,1.2,0.4,0.4,1.0,Grant Williams,CHA,2024-25,ACL
2026-04-07,CHA @ BOS,L,26,9,2,0,0,2,1,After,34,2024-11-23,9.2,4.6,1.0,0.4,0.6,0.8,Grant Williams,CHA,2024-25,ACL
2026-04-10,CHA vs. DET,L,22,2,4,0,4,1,0,After,35,2024-11-23,7.8,3.8,1.0,1.2,0.8,0.4,Grant Williams,CHA,2024-25,ACL
2026-04-12,CHA @ NYK,W,21,8,6,2,0,1,0,After,36,2024-11-23,7.4,4.6,1.0,1.2,1.0,0.4,Grant Williams,CHA,2024-25,ACL
2024-10-23,GSW @ POR,W,19,11,2,4,3,0,1,Before,-6,2024-11-12,11.0,2.0,4.0,3.0,0.0,1.0,De'Anthony Melton,GSW,2024-25,ACL
2024-10-25,GSW @ UTA,W,14,0,1,4,0,1,2,Before,-5,2024-11-12,5.5,1.5,4.0,1.5,0.5,1.5,De'Anthony Melton,GSW,2024-25,ACL
2024-10-27,GSW vs. LAC,L,17,8,1,0,0,1,0,Before,-4,2024-11-12,6.333333333333333,1.3333333333333333,2.6666666666666665,1.0,0.6666666666666666,1.0,De'Anthony Melton,GSW,2024-25,ACL
2024-11-08,GSW @ CLE,L,18,10,2,3,0,0,1,Before,-3,2024-11-12,7.25,1.5,2.75,0.75,0.5,1.0,De'Anthony Melton,GSW,2024-25,ACL
2024-11-10,GSW @ OKC,W,27,19,10,2,3,0,4,Before,-2,2024-11-12,9.6,3.2,2.6,1.2,0.4,1.6,De'Anthony Melton,GSW,2024-25,ACL
2024-11-12,GSW vs. DAL,W,26,14,4,4,1,0,2,Before,-1,2024-11-12,10.2,3.6,2.6,0.8,0.4,1.8,De'Anthony Melton,GSW,2024-25,ACL
2025-12-04,GSW @ PHI,L,21,14,1,3,2,1,1,After,1,2024-11-12,14.0,1.0,3.0,2.0,1.0,1.0,De'Anthony Melton,GSW,2024-25,ACL
2025-12-07,GSW @ CHI,W,17,13,1,1,2,0,3,After,2,2024-11-12,13.5,1.0,2.0,2.0,0.5,2.0,De'Anthony Melton,GSW,2024-25,ACL
2025-12-12,GSW vs. MIN,L,20,9,2,1,1,0,1,After,3,2024-11-12,12.0,1.3333333333333333,1.6666666666666667,1.6666666666666667,0.3333333333333333,1.6666666666666667,De'Anthony Melton,GSW,2024-25,ACL
2025-12-14,GSW @ POR,L,19,0,1,1,2,1,1,After,4,2024-11-12,9.0,1.25,1.5,1.75,0.5,1.5,De'Anthony Melton,GSW,2024-25,ACL
2025-12-18,GSW @ PHX,L,15,2,0,2,2,0,2,After,5,2024-11-12,7.6,1.0,1.6,1.8,0.4,1.6,De'Anthony Melton,GSW,2024-25,ACL
2025-12-20,GSW vs. PHX,W,16,2,2,5,1,2,2,After,6,2024-11-12,5.2,1.2,2.0,1.6,0.6,1.8,De'Anthony Melton,GSW,2024-25,ACL
2025-12-22,GSW vs. ORL,W,16,4,0,1,2,0,0,After,7,2024-11-12,3.4,1.0,2.0,1.6,0.6,1.2,De'Anthony Melton,GSW,2024-25,ACL
2025-12-25,GSW vs. DAL,W,24,16,3,3,1,1,0,After,8,2024-11-12,4.8,1.2,2.4,1.6,0.8,1.0,De'Anthony Melton,GSW,2024-25,ACL
2025-12-29,GSW @ BKN,W,24,10,8,1,2,1,1,After,9,2024-11-12,6.8,2.6,2.4,1.6,0.8,1.0,De'Anthony Melton,GSW,2024-25,ACL
2025-12-31,GSW @ CHA,W,23,7,3,2,2,0,3,After,10,2024-11-12,7.8,3.2,2.4,1.6,0.8,1.2,De'Anthony Melton,GSW,2024-25,ACL
2026-01-03,GSW vs. UTA,W,25,13,7,2,2,0,1,After,11,2024-11-12,10.0,4.2,1.8,1.8,0.4,1.0,De'Anthony Melton,GSW,2024-25,ACL
2026-01-05,GSW @ LAC,L,25,5,2,1,2,1,2,After,12,2024-11-12,10.2,4.6,1.8,1.8,0.6,1.4,De'Anthony Melton,GSW,2024-25,ACL
2026-01-07,GSW vs. MIL,W,25,22,3,0,1,0,1,After,13,2024-11-12,11.4,4.6,1.2,1.8,0.4,1.6,De'Anthony Melton,GSW,2024-25,ACL
2026-01-09,GSW vs. SAC,W,19,19,0,1,0,0,1,After,14,2024-11-12,13.2,3.0,1.2,1.4,0.2,1.6,De'Anthony Melton,GSW,2024-25,ACL
2026-01-11,GSW vs. ATL,L,23,10,5,3,1,1,2,After,15,2024-11-12,13.8,3.4,1.4,1.2,0.4,1.4,De'Anthony Melton,GSW,2024-25,ACL
2026-01-13,GSW vs. POR,W,18,23,2,1,0,0,0,After,16,2024-11-12,15.8,2.4,1.2,0.8,0.4,1.2,De'Anthony Melton,GSW,2024-25,ACL
2026-01-15,GSW vs. NYK,W,23,5,2,2,1,2,1,After,17,2024-11-12,15.8,2.4,1.4,0.6,0.6,1.0,De'Anthony Melton,GSW,2024-25,ACL
2026-01-17,GSW vs. CHA,W,21,24,6,3,1,0,1,After,18,2024-11-12,16.2,3.0,2.0,0.6,0.6,1.0,De'Anthony Melton,GSW,2024-25,ACL
2026-01-20,GSW vs. TOR,L,20,6,3,5,1,0,5,After,19,2024-11-12,13.6,3.6,2.8,0.8,0.6,1.8,De'Anthony Melton,GSW,2024-25,ACL
2026-01-22,GSW @ DAL,L,23,22,3,2,2,1,1,After,20,2024-11-12,16.0,3.2,2.6,1.0,0.6,1.6,De'Anthony Melton,GSW,2024-25,ACL
2026-01-25,GSW @ MIN,W,21,12,3,4,1,0,3,After,21,2024-11-12,13.8,3.4,3.2,1.2,0.6,2.2,De'Anthony Melton,GSW,2024-25,ACL
2026-01-28,GSW @ UTA,W,23,12,2,2,4,0,3,After,22,2024-11-12,15.2,3.4,3.2,1.8,0.2,2.6,De'Anthony Melton,GSW,2024-25,ACL
2026-01-30,GSW vs. DET,L,26,18,5,3,2,0,2,After,23,2024-11-12,14.0,3.2,3.2,2.0,0.2,2.8,De'Anthony Melton,GSW,2024-25,ACL
2026-02-03,GSW vs. PHI,L,24,10,6,6,1,0,2,After,24,2024-11-12,14.8,3.8,3.4,2.0,0.2,2.2,De'Anthony Melton,GSW,2024-25,ACL
2026-02-05,GSW @ PHX,W,25,17,2,1,3,0,2,After,25,2024-11-12,13.8,3.6,3.2,2.2,0.0,2.4,De'Anthony Melton,GSW,2024-25,ACL
2026-02-07,GSW @ LAL,L,24,5,0,1,5,0,3,After,26,2024-11-12,12.4,3.0,2.6,3.0,0.0,2.4,De'Anthony Melton,GSW,2024-25,ACL
2026-02-09,GSW vs. MEM,W,25,10,3,2,0,0,2,After,27,2024-11-12,12.0,3.2,2.6,2.2,0.0,2.2,De'Anthony Melton,GSW,2024-25,ACL
2026-02-11,GSW vs. SAS,L,25,17,3,7,0,0,2,After,28,2024-11-12,11.8,2.8,3.4,1.8,0.0,2.2,De'Anthony Melton,GSW,2024-25,ACL
2026-02-19,GSW vs. BOS,L,25,18,3,1,1,0,2,After,29,2024-11-12,13.4,2.2,2.4,1.8,0.0,2.2,De'Anthony Melton,GSW,2024-25,ACL
2026-02-22,GSW vs. DEN,W,25,20,4,2,4,0,0,After,30,2024-11-12,14.0,2.6,2.6,2.0,0.0,1.8,De'Anthony Melton,GSW,2024-25,ACL
2026-02-24,GSW @ NOP,L,28,28,4,3,1,0,3,After,31,2024-11-12,18.6,3.4,3.0,1.2,0.0,1.8,De'Anthony Melton,GSW,2024-25,ACL
2026-02-28,GSW vs. LAL,L,24,10,1,4,0,1,0,After,32,2024-11-12,18.6,3.0,3.4,1.2,0.2,1.4,De'Anthony Melton,GSW,2024-25,ACL
2026-03-02,GSW vs. LAC,L,27,7,4,2,1,0,2,After,33,2024-11-12,16.6,3.2,2.4,1.4,0.2,1.4,De'Anthony Melton,GSW,2024-25,ACL
2026-03-05,GSW @ HOU,W,30,23,6,2,3,2,2,After,34,2024-11-12,17.6,3.8,2.6,1.8,0.6,1.4,De'Anthony Melton,GSW,2024-25,ACL
2026-03-09,GSW @ UTA,L,20,22,7,2,2,1,2,After,35,2024-11-12,18.0,4.4,2.6,1.4,0.8,1.8,De'Anthony Melton,GSW,2024-25,ACL
2026-03-13,GSW vs. MIN,L,24,12,2,3,1,0,1,After,36,2024-11-12,14.8,4.0,2.6,1.4,0.8,1.4,De'Anthony Melton,GSW,2024-25,ACL
2026-03-16,GSW @ WAS,W,30,27,5,4,2,0,3,After,37,2024-11-12,18.2,4.8,2.6,1.8,0.6,2.0,De'Anthony Melton,GSW,2024-25,ACL
2026-03-18,GSW @ BOS,L,23,5,1,2,1,1,1,After,38,2024-11-12,17.8,4.2,2.6,1.8,0.8,1.8,De'Anthony Melton,GSW,2024-25,ACL
2026-03-20,GSW @ DET,L,23,14,4,0,0,1,4,After,39,2024-11-12,16.0,3.8,2.2,1.2,0.6,2.2,De'Anthony Melton,GSW,2024-25,ACL
2026-03-21,GSW @ ATL,L,22,20,2,4,1,0,1,After,40,2024-11-12,15.6,2.8,2.6,1.0,0.4,2.0,De'Anthony Melton,GSW,2024-25,ACL
2026-03-23,GSW @ DAL,W,23,0,6,5,3,0,7,After,41,2024-11-12,13.2,3.6,3.0,1.4,0.4,3.2,De'Anthony Melton,GSW,2024-25,ACL
2026-03-25,GSW vs. BKN,W,28,14,9,3,4,0,4,After,42,2024-11-12,10.6,4.4,2.8,1.8,0.4,3.4,De'Anthony Melton,GSW,2024-25,ACL
2026-03-29,GSW @ DEN,L,25,0,1,3,2,0,2,After,43,2024-11-12,9.6,4.4,3.0,2.0,0.2,3.6,De'Anthony Melton,GSW,2024-25,ACL
2026-04-02,GSW vs. CLE,L,26,5,6,3,3,0,2,After,44,2024-11-12,7.8,4.8,3.6,2.6,0.0,3.2,De'Anthony Melton,GSW,2024-25,ACL
2026-04-05,GSW vs. HOU,L,23,6,1,4,0,1,1,After,45,2024-11-12,5.0,4.6,3.6,2.4,0.2,3.2,De'Anthony Melton,GSW,2024-25,ACL
2026-04-07,GSW vs. SAC,W,29,21,4,5,1,0,1,After,46,2024-11-12,9.2,4.2,3.6,2.0,0.2,2.0,De'Anthony Melton,GSW,2024-25,ACL
2026-04-09,GSW vs. LAL,L,15,2,3,2,2,0,2,After,47,2024-11-12,6.8,3.0,3.4,1.6,0.2,1.6,De'Anthony Melton,GSW,2024-25,ACL
2026-04-10,GSW @ SAC,L,28,17,4,3,1,0,2,After,48,2024-11-12,10.2,3.6,3.4,1.4,0.2,1.6,De'Anthony Melton,GSW,2024-25,ACL
2026-04-12,GSW @ LAC,L,19,4,3,2,0,2,1,After,49,2024-11-12,10.0,3.0,3.2,0.8,0.6,1.4,De'Anthony Melton,GSW,2024-25,ACL
2024-10-23,ORL @ MIA,W,16,7,6,2,0,0,1,Before,-30,2024-12-21,7.0,6.0,2.0,0.0,0.0,1.0,Moritz Wagner,ORL,2024-25,ACL
2024-10-25,ORL vs. BKN,W,15,18,3,0,1,1,3,Before,-29,2024-12-21,12.5,4.5,1.0,0.5,0.5,2.0,Moritz Wagner,ORL,2024-25,ACL
2024-10-26,ORL @ MEM,L,12,9,3,0,0,1,0,Before,-28,2024-12-21,11.333333333333334,4.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.3333333333333333,Moritz Wagner,ORL,2024-25,ACL
2024-10-28,ORL vs. IND,W,16,14,4,1,0,0,2,Before,-27,2024-12-21,12.0,4.0,0.75,0.25,0.5,1.5,Moritz Wagner,ORL,2024-25,ACL
2024-10-30,ORL @ CHI,L,16,7,6,1,0,0,2,Before,-26,2024-12-21,11.0,4.4,0.8,0.2,0.4,1.6,Moritz Wagner,ORL,2024-25,ACL
2024-11-01,ORL @ CLE,L,28,14,5,0,2,0,2,Before,-25,2024-12-21,12.4,4.2,0.4,0.6,0.4,1.8,Moritz Wagner,ORL,2024-25,ACL
2024-11-03,ORL @ DAL,L,21,10,6,0,0,0,1,Before,-24,2024-12-21,10.8,4.8,0.4,0.4,0.2,1.4,Moritz Wagner,ORL,2024-25,ACL
2024-11-04,ORL @ OKC,L,21,9,7,1,2,1,4,Before,-23,2024-12-21,10.8,5.6,0.6,0.8,0.2,2.2,Moritz Wagner,ORL,2024-25,ACL
2024-11-06,ORL @ IND,L,15,14,1,1,1,0,1,Before,-22,2024-12-21,10.8,5.0,0.6,1.0,0.2,2.0,Moritz Wagner,ORL,2024-25,ACL
2024-11-08,ORL vs. NOP,W,18,17,4,2,0,0,3,Before,-21,2024-12-21,12.8,4.6,0.8,1.0,0.2,2.2,Moritz Wagner,ORL,2024-25,ACL
2024-11-10,ORL vs. WAS,W,23,16,6,2,1,0,0,Before,-20,2024-12-21,13.2,4.8,1.2,0.8,0.2,1.8,Moritz Wagner,ORL,2024-25,ACL
2024-11-12,ORL vs. CHA,W,24,18,5,1,2,0,2,Before,-19,2024-12-21,14.8,4.6,1.4,1.2,0.2,2.0,Moritz Wagner,ORL,2024-25,ACL
2024-11-13,ORL vs. IND,W,18,10,2,0,0,0,5,Before,-18,2024-12-21,15.0,3.6,1.2,0.8,0.0,2.2,Moritz Wagner,ORL,2024-25,ACL
2024-11-15,ORL vs. PHI,W,20,14,4,2,1,0,1,Before,-17,2024-12-21,15.0,4.2,1.4,0.8,0.0,2.2,Moritz Wagner,ORL,2024-25,ACL
2024-11-18,ORL @ PHX,W,12,9,6,0,0,0,1,Before,-16,2024-12-21,13.4,4.6,1.0,0.8,0.0,1.8,Moritz Wagner,ORL,2024-25,ACL
2024-11-20,ORL @ LAC,L,17,10,1,0,1,0,2,Before,-15,2024-12-21,12.2,3.6,0.6,0.8,0.0,2.2,Moritz Wagner,ORL,2024-25,ACL
2024-11-21,ORL @ LAL,W,18,19,5,4,0,1,0,Before,-14,2024-12-21,12.4,3.6,1.2,0.4,0.2,1.8,Moritz Wagner,ORL,2024-25,ACL
2024-11-23,ORL vs. DET,W,28,18,7,5,1,0,1,Before,-13,2024-12-21,14.0,4.6,2.2,0.6,0.2,1.0,Moritz Wagner,ORL,2024-25,ACL
2024-11-25,ORL @ CHA,W,26,16,8,2,1,0,2,Before,-12,2024-12-21,14.4,5.4,2.2,0.6,0.2,1.2,Moritz Wagner,ORL,2024-25,ACL
2024-11-27,ORL vs. CHI,W,18,15,4,4,0,1,0,Before,-11,2024-12-21,15.6,5.0,3.0,0.6,0.4,1.0,Moritz Wagner,ORL,2024-25,ACL
2024-11-29,ORL @ BKN,W,16,3,5,1,1,1,3,Before,-10,2024-12-21,14.2,5.8,3.2,0.6,0.6,1.2,Moritz Wagner,ORL,2024-25,ACL
2024-12-01,ORL @ BKN,W,16,12,8,2,1,2,2,Before,-9,2024-12-21,12.8,6.4,2.8,0.8,0.8,1.6,Moritz Wagner,ORL,2024-25,ACL
2024-12-03,ORL @ NYK,L,28,20,12,1,2,1,1,Before,-8,2024-12-21,13.2,7.4,2.0,1.0,1.0,1.6,Moritz Wagner,ORL,2024-25,ACL
2024-12-04,ORL @ PHI,W,21,10,6,1,2,2,2,Before,-7,2024-12-21,12.0,7.0,1.8,1.2,1.4,1.6,Moritz Wagner,ORL,2024-25,ACL
2024-12-06,ORL @ PHI,L,18,12,9,2,0,0,2,Before,-6,2024-12-21,11.4,8.0,1.4,1.2,1.2,2.0,Moritz Wagner,ORL,2024-25,ACL
2024-12-08,ORL vs. PHX,W,17,10,6,3,2,1,0,Before,-5,2024-12-21,12.8,8.2,1.8,1.4,1.2,1.4,Moritz Wagner,ORL,2024-25,ACL
2024-12-10,ORL @ MIL,L,19,13,3,1,1,0,1,Before,-4,2024-12-21,13.0,7.2,1.6,1.4,0.8,1.2,Moritz Wagner,ORL,2024-25,ACL
2024-12-15,ORL vs. NYK,L,26,32,6,1,2,0,3,Before,-3,2024-12-21,15.4,6.0,1.6,1.4,0.6,1.6,Moritz Wagner,ORL,2024-25,ACL
2024-12-19,ORL vs. OKC,L,19,10,0,2,0,0,1,Before,-2,2024-12-21,15.4,4.8,1.8,1.0,0.2,1.4,Moritz Wagner,ORL,2024-25,ACL
2024-12-21,ORL vs. MIA,W,2,0,0,0,0,0,1,Before,-1,2024-12-21,13.0,3.0,1.4,1.0,0.2,1.2,Moritz Wagner,ORL,2024-25,ACL
2026-01-11,ORL vs. NOP,W,10,8,2,2,0,0,0,After,1,2024-12-21,8.0,2.0,2.0,0.0,0.0,0.0,Moritz Wagner,ORL,2024-25,ACL
2026-01-15,ORL vs. MEM,W,14,7,4,0,0,0,1,After,2,2024-12-21,7.5,3.0,1.0,0.0,0.0,0.5,Moritz Wagner,ORL,2024-25,ACL
2026-01-22,ORL vs. CHA,L,15,14,1,1,2,0,2,After,3,2024-12-21,9.666666666666666,2.3333333333333335,1.0,0.6666666666666666,0.0,1.0,Moritz Wagner,ORL,2024-25,ACL
2026-01-24,ORL vs. CLE,L,13,13,6,0,1,0,1,After,4,2024-12-21,10.5,3.25,0.75,0.75,0.0,1.0,Moritz Wagner,ORL,2024-25,ACL
2026-01-26,ORL @ CLE,L,12,5,3,0,0,0,1,After,5,2024-12-21,9.4,3.2,0.6,0.6,0.0,1.0,Moritz Wagner,ORL,2024-25,ACL
2026-01-28,ORL @ MIA,W,4,3,1,0,0,0,0,After,6,2024-12-21,8.4,3.0,0.2,0.6,0.0,1.0,Moritz Wagner,ORL,2024-25,ACL
2026-01-30,ORL vs. TOR,W,3,1,0,0,0,0,0,After,7,2024-12-21,7.2,2.2,0.2,0.6,0.0,0.8,Moritz Wagner,ORL,2024-25,ACL
2026-02-01,ORL @ SAS,L,8,8,0,0,0,0,0,After,8,2024-12-21,6.0,2.0,0.0,0.2,0.0,0.4,Moritz Wagner,ORL,2024-25,ACL
2026-02-03,ORL @ OKC,L,13,8,5,0,1,0,1,After,9,2024-12-21,5.0,1.8,0.0,0.2,0.0,0.4,Moritz Wagner,ORL,2024-25,ACL
2026-02-05,ORL vs. BKN,W,12,14,5,0,0,0,2,After,10,2024-12-21,6.8,2.2,0.0,0.2,0.0,0.6,Moritz Wagner,ORL,2024-25,ACL
2026-02-07,ORL vs. UTA,W,17,13,8,0,0,0,0,After,11,2024-12-21,8.8,3.6,0.0,0.2,0.0,0.6,Moritz Wagner,ORL,2024-25,ACL
2026-02-09,ORL vs. MIL,W,16,14,2,0,2,0,0,After,12,2024-12-21,11.4,4.0,0.0,0.6,0.0,0.6,Moritz Wagner,ORL,2024-25,ACL
2026-02-11,ORL vs. MIL,L,17,12,5,4,1,1,0,After,13,2024-12-21,12.2,5.0,0.8,0.8,0.2,0.6,Moritz Wagner,ORL,2024-25,ACL
2026-02-19,ORL @ SAC,W,18,11,2,3,2,0,1,After,14,2024-12-21,12.8,4.4,1.4,1.0,0.2,0.6,Moritz Wagner,ORL,2024-25,ACL
2026-02-21,ORL @ PHX,L,12,7,2,1,0,0,0,After,15,2024-12-21,11.4,3.8,1.6,1.0,0.2,0.2,Moritz Wagner,ORL,2024-25,ACL
